station_code,station_name,station_type,data_kind,city,town,elevation_m,longitude,latitude,address,source_name,source_url
C0E820,獅潭,署屬自動站,自動氣象站月資料,苗栗縣,獅潭鄉,220,120.920042,24.539133,新店村11鄰103-2號(獅潭鄉公所圖書館樓頂),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C0E830,苑裡,署屬自動站,自動氣象站月資料,苗栗縣,苑裡鎮,37,120.653053,24.439714,信義路1號(苑裡鎮公所),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C0E850,大河,署屬自動站,自動氣象站月資料,苗栗縣,三灣鄉,104,120.948578,24.618069,大河村48號(大河派出所),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C0E870,高鐵苗栗,署屬自動站,自動氣象站月資料,苗栗縣,後龍鎮,34,120.826094,24.60725,高鐵三路268號(高鐵苗栗站外),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C0E910,海埔,署屬自動站,自動氣象站月資料,苗栗縣,後龍鎮,25,120.772435,24.648767,海埔125之15號(外埔安檢所樓頂),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C0E920,通霄漁港,署屬自動站,自動氣象站月資料,苗栗縣,通霄鎮,20,120.673876,24.498589,漁港路69號(通霄安檢所樓頂),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C0E930,龍鳳,署屬自動站,自動氣象站月資料,苗栗縣,竹南鎮,26,120.859125,24.700034,龍鳳里龍江街359巷5號(龍鳳安檢所樓頂),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C0E940,雪見,署屬自動站,自動氣象站月資料,苗栗縣,泰安鄉,1881,121.01347,24.42595,盡尾段15-1地號,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C0E950,松安,署屬自動站,自動氣象站月資料,苗栗縣,泰安鄉,1328,120.98599,24.39792,荻岡段39地號,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C0E960,觀霧分站,署屬自動站,自動氣象站月資料,苗栗縣,泰安鄉,2094,121.113921,24.505781,觀霧段55-1地號,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E451,象鼻,署屬自動站,雨量站月資料,苗栗縣,泰安鄉,950,120.940228,24.368617,象鼻村,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E461,松安,署屬自動站,雨量站月資料,苗栗縣,泰安鄉,1325,120.986022,24.397972,雪霸國家公園二本松解說站旁,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E480,鳳美,署屬自動站,雨量站月資料,苗栗縣,南庄鄉,576,121.034747,24.554803,東河村24鄰石門1號(南庄往鹿場途中),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E511,新開,署屬自動站,雨量站月資料,苗栗縣,大湖鄉,326,120.827019,24.347703,新開村新開4鄰20號旁,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E601,南勢,署屬自動站,雨量站月資料,苗栗縣,後龍鎮,125,120.734842,24.572486,南港里南勢山,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E670,南礦,署屬自動站,雨量站月資料,苗栗縣,南庄鄉,1209,121.002836,24.538278,蓬萊林道末端(南庄事業區18林班地),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E681,南勢山,署屬自動站,雨量站月資料,苗栗縣,泰安鄉,977,120.923831,24.421669,大興村(從泰安國小進入站址車程約10分鐘),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E691,南湖,署屬自動站,雨量站月資料,苗栗縣,大湖鄉,786,120.837533,24.40135,位於南湖台3線135k處之吊樑道山上,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E701,八卦,署屬自動站,雨量站月資料,苗栗縣,泰安鄉,737,120.927619,24.491756,與八卦派出所相距約1.2k處,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E711,馬拉邦山,署屬自動站,雨量站月資料,苗栗縣,大湖鄉,990,120.901656,24.367306,東興村(馬拉邦山登山口),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E721,泰安,署屬自動站,雨量站月資料,苗栗縣,泰安鄉,1409,120.968036,24.489017,橫龍古道上(走路約5分鐘)之大湖事業區18林班地,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E770,公館,署屬自動站,雨量站月資料,苗栗縣,公館鄉,83,120.830806,24.526914,鶴岡村178號(鶴岡國中),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E890,國三N149K,署屬自動站,雨量站月資料,苗栗縣,,53,120.680019,24.463414,國道3號北向149K,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C1E900,國一N128K,署屬自動站,雨量站月資料,苗栗縣,,80,120.844186,24.560997,國道1號北向128K,中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
C2E880,三義,農業站,農業氣象站月資料,苗栗縣,三義鄉,507,120.749819,24.405478,三義鄉130縣道13.5K附近(慈濟山茶園內),中央氣象署 CODiS / 現存測站清單,https://codis.cwa.gov.tw/ ; https://hdps.cwa.gov.tw/static/state.html
